"ES_ID","study_ID","year","title","journal","species","strain","F0_sex_exercise","age_manipulation_d","age_mating_d","n_con_parent","n_exp_parent","parent_housing","temperature","photoperiod","manipulation_type","manipulation_mode","manipulatoion_intensity","manipulation_duration","manipulation_window","litter_size_con","litter_size_exp","litter_housing","F1_sex_test","comparison","data_source","tissue_measure","response_age_PND","response_age_life_phase","response_test","response_type","measure","unit_measure","exp_mean","exp_se","exp_n","con_mean","con_se","con_n","biological_direction","multi_use_con","cohort_ID","shared_ID","measure_comments","notes","exp_sd","con_sd","RR","VRR","CVR","VCVR","exerciselnCV","controllnCV","exerciseVlnCV","controlVlnCV","grouped_traits"
"95","Sparling_2018",2018,"Effects of combined pre- and post-tal enrichment on anxiety-like, social, and cognitive behaviours in juvenile and adult rat offspring","Behavioural brain research","rats","Long-Evans","female",NA,NA,NA,NA,NA,NA,NA,"enrichment","voluntary",NA,20,"pregnancy",NA,NA,NA,"male","Control(con)-Enriched(exp)","fig.5E.png","whole animal",38,"adolescence","EPM","anxiety(EPM)","rearings","sec",19.26829268,4.146341463,3,35.12195122,4.634146341,3,1,"no","Cohort_051","Shared_047","different F1 sex","different F1 sex",7.18167407944547,8.02657691232141,-0.600365447274767,0.0637160180421291,0.489139812164542,0.563716018042129,-0.625702728914627,-1.22606817618939,0.0885595061277084,0.146410690074939,"behavior"
"96","Uysal_2011",2011,"Materl exercise decreases materl deprivation induced anxiety of pups and correlates to increased prefrontal cortex BDNF and VEGF","Neuroscience letters","rats","Wistar","female",NA,NA,8,8,NA,"22","12","treadmill-running","forced","6.7m/min; 23min/day",26,"pregnancy",NA,NA,"with dam","female","CF(con)-E-F(exp)","fig.2.png","whole animal",24,"adolescence","EPM","anxiety(EPM)","time in open arm","%",77.64705882,2.941176471,8,76.47058824,4.117647059,8,1,"no","Cohort_051","Shared_047","different F1 sex",NA,8.31890330924168,11.646464631807,0.0152674720237953,0.00433421085561373,-0.351739708547866,0.147191353712757,-1.82574243117426,-1.81047495915046,0.0483961673726792,0.0479336845855175,"behavior"
"97","Uysal_2011",2011,"Materl exercise decreases materl deprivation induced anxiety of pups and correlates to increased prefrontal cortex BDNF and VEGF","Neuroscience letters","rats","Wistar","female",NA,NA,8,8,NA,"22","12","treadmill-running","forced","6.7m/min; 23min/day",26,"pregnancy",NA,NA,"with dam","male","CE(con)-E-E(exp)","fig.2.png","whole animal",24,"adolescence","EPM","anxiety(EPM)","time in open arm","%",82.35294118,4.117647059,8,72.35294118,4.117647059,8,1,"no","Cohort_052","Shared_048","different F1 sex",NA,11.646464631807,11.646464631807,0.129458067230964,0.00573881287589527,-0.129458067230963,0.148595955733038,-1.8845829312855,-1.75512486405454,0.0495607895974701,0.0467709748203221,"behavior"
"98","Zue _2016",2016,"Materl exposure to environmental enrichment before and during gestation influences behaviour of rat offspring in a sex-specific manner","Physiology and Behavior","rats","Wistar","female",NA,80,16,15,"grouped","21-23","12","enrichment","voluntary",NA,81,"pre-conception to pregnancy","30","30","with dam","male","SC(con)-EE(exp)","fig.7B.png","whole animal",70,"adulthood","EPM","anxiety(EPM)","time in open arm","%",15.625,2.5,30,42.8125,6.25,30,1,"no","Cohort_055","Shared_051","different F1 sex","different type of measures",13.6930639376292,34.2326598440729,-1.00795792039998,0.0469117374393948,0.0916671885258238,0.0813944960600844,0.801549338267267,-0.206408582132711,0.0814655313482427,0.00339587216656451,"behavior"
"99","Zue _2016",2016,"Materl exposure to environmental enrichment before and during gestation influences behaviour of rat offspring in a sex-specific manner","Physiology and Behavior","rats","Wistar","female",NA,80,16,15,"grouped","21-23","12","enrichment","voluntary",NA,81,"pre-conception to pregnancy","30","30","with dam","female","SC(con)-EE(exp)","fig.7B.png","whole animal",70,"adulthood","EPM","anxiety(EPM)","time in open arm","%",45.625,3.4375,30,51.875,3.75,30,1,"no","Cohort_056","Shared_052","different F1 sex","different type of measures",18.8279629142401,20.5395959064437,-0.128381166648207,0.0109022093115775,0.0413697896585771,0.0453849679322671,-0.780859901778914,-0.90924106842712,0.00431689938568695,0.00505791168854412,"behavior"
"100","Zue _2016",2016,"Materl exposure to environmental enrichment before and during gestation influences behaviour of rat offspring in a sex-specific manner","Physiology and Behavior","rats","Wistar","female",NA,80,16,15,"grouped","21-23","12","enrichment","voluntary",NA,81,"pre-conception to pregnancy","30","30","with dam","male","SC(con)-EE(exp)","fig.7D.png","whole animal",70,"adulthood","EPM","anxiety(EPM)","rearings","count",21.17647059,1.176470588,30,15,1.470588235,30,1,"no","Cohort_055","Shared_051","different F1 sex","different type of measures",6.44379479288967,8.05474349111208,0.344840486375063,0.0126981075598726,-0.567984037689273,0.0471808661805623,-0.949388136723866,-0.604547650348803,0.00543615879421138,0.00324256463392082,"behavior"
"101","Zue _2016",2016,"Materl exposure to environmental enrichment before and during gestation influences behaviour of rat offspring in a sex-specific manner","Physiology and Behavior","rats","Wistar","female",NA,80,16,15,"grouped","21-23","12","enrichment","voluntary",NA,81,"pre-conception to pregnancy","30","30","with dam","female","SC(con)-EE(exp)","fig.7D.png","whole animal",70,"adulthood","EPM","anxiety(EPM)","rearings","count",26.47058824,1.029411765,30,20.58823529,1.029411765,30,1,"no","Cohort_056","Shared_052","different F1 sex","different type of measures",5.63832044651707,5.63832044651707,0.251314428658684,0.00401234568176739,-0.251314428658684,0.038495104302457,-1.52920663158554,-1.27789220292685,0.00944218421458533,0.00770002303718728,"behavior"
"102","Zue _2016",2016,"Materl exposure to environmental enrichment before and during gestation influences behaviour of rat offspring in a sex-specific manner","Physiology and Behavior","rats","Wistar","female",NA,80,16,15,"grouped","21-23","12","enrichment","voluntary",NA,81,"pre-conception to pregnancy","30","30","with dam","male","SC(con)-EE(exp)","fig.7C.png","whole animal",70,"adulthood","EPM","anxiety(EPM)","rearings","count",12.86956522,0.434782609,30,7.304347826,0.782608696,30,1,"no","Cohort_055","Shared_051","different F1 sex","different type of measures",2.38140242560249,4.28652436498903,0.566395475135409,0.0126209358950967,-1.15418213978197,0.0471036945157864,-1.08214762604473,-0.515752150909322,0.00637881659341013,0.00291806485348724,"behavior"
"103","Zue _2016",2016,"Materl exposure to environmental enrichment before and during gestation influences behaviour of rat offspring in a sex-specific manner","Physiology and Behavior","rats","Wistar","female",NA,80,16,15,"grouped","21-23","12","enrichment","voluntary",NA,81,"pre-conception to pregnancy","30","30","with dam","female","SC(con)-EE(exp)","fig.7C.png","whole animal",70,"adulthood","EPM","anxiety(EPM)","rearings","count",14.69565217,0.695652174,30,12.34782609,0.695652174,30,1,"no","Cohort_056","Shared_052","different F1 sex","different type of measures",3.81024387877309,3.81024387877309,0.174071656809062,0.00541479131748799,-0.174071656809062,0.0398975499381776,-1.33261710271054,-1.15854544590148,0.00814777732902464,0.00684762735484244,"behavior"
"104","Zue _2016",2016,"Materl exposure to environmental enrichment before and during gestation influences behaviour of rat offspring in a sex-specific manner","Physiology and Behavior","rats","Wistar","female",NA,80,16,15,"grouped","21-23","12","enrichment","voluntary",NA,81,"pre-conception to pregnancy","30","30","with dam","male","SC(con)-EE(exp)","fig.7A.png","whole animal",70,"adulthood","EPM","anxiety(EPM)","entries in open arm","%",11.5,1.5,30,33.25,5.75,30,1,"no","Cohort_055","Shared_051","different F1 sex","different type of measures",8.21583836257749,31.4940470565471,-1.06170773173266,0.0469188235594601,-0.282027014968436,0.0814015821801497,1.02469288958148,-0.0370148421511817,0.147521569357717,0.00550017423473073,"behavior"
"105","Zue _2016",2016,"Materl exposure to environmental enrichment before and during gestation influences behaviour of rat offspring in a sex-specific manner","Physiology and Behavior","rats","Wistar","female",NA,80,16,15,"grouped","21-23","12","enrichment","voluntary",NA,81,"pre-conception to pregnancy","30","30","with dam","female","SC(con)-EE(exp)","fig.7A.png","whole animal",70,"adulthood","EPM","anxiety(EPM)","entries in open arm","%",31.5,2.75,30,34,2.5,30,1,"no","Cohort_056","Shared_052","different F1 sex","different type of measures",15.0623703313921,13.6930639376292,-0.076372978784574,0.0130281415398403,0.171683158588899,0.04751090016053,-0.81585674381601,-0.892229722600584,0.00453705069604515,0.00494007683754753,"behavior"
"106","Mcgreevy_2019",2019,"Intergeneratiol transmission of the positive effects of physical exercise on brain and cognition","PS","mice","C57BL/6","male",84,NA,10,5,"single","22","12","treadmill-running","forced","1.2m/min;40min/day",30,"pre-conception","36","15",NA,"male","L.SED-experimentB(con)-L.RUN-experimentB(exp)","fig.S14F.png","whole animal",120,"adulthood","EPM","anxiety(EPM)","time in open arm","sec",48.61111111,4.166666667,8,88.88888889,13.88888889,8,1,"no","Cohort_063","Shared_058","different type of measures",NA,11.7851130207186,39.283710069062,-0.603535021905615,0.0317610012803175,-0.600437782420321,0.17461814413746,-0.141613626124021,-0.745148648029637,0.0138167568859735,0.0192520453871862,"behavior"
"107","Mcgreevy_2019",2019,"Intergeneratiol transmission of the positive effects of physical exercise on brain and cognition","PS","mice","C57BL/6","male",84,NA,10,5,"single","22","12","treadmill-running","forced","1.2m/min;40min/day",30,"pre-conception","36","15",NA,"male","L.SED-experimentB(con)-L.RUN-experimentB(exp)","fig.S14H.png","whole animal",120,"adulthood","EPM","anxiety(EPM)","entries in open arm","count",25.11111111,1.777777778,8,25.55555556,1.777777778,8,1,"no","Cohort_063","Shared_058","different type of measures",NA,5.02831488906621,5.02831488906621,-0.0175443098690702,0.0098514582455149,0.0175443098690704,0.152708601102658,-1.53679693459477,-1.55434124446384,0.0419376562778773,0.0421684288724395,"behavior"
"108","Mcgreevy_2019",2019,"Intergeneratiol transmission of the positive effects of physical exercise on brain and cognition","PS","mice","C57BL/6","male",84,NA,10,5,"single","22","12","treadmill-running","forced","1.2m/min;40min/day",30,"pre-conception","36","15",NA,"male","L.SED-experimentB(con)-L.RUN-experimentB(exp)","fig.S14F.png","whole animal",120,"adulthood","EPM","anxiety(EPM)","time in closed arm","sec",177.7777778,15.27777778,8,154.1666667,11.11111111,8,1,"no","Cohort_063","Shared_058","different type of measures",NA,43.2120810787966,31.4269680495927,0.142500062516067,0.012579637476029,0.175953668847923,0.155436780333172,-1.66143938019629,-1.51893931768023,0.0448750941447904,0.0412946835387424,"behavior"
"109","Short_2017",2017,"Exercise alters mouse sperm small noncoding Rs and induces a transgeneratiol modification of male offspring conditioned fear and anxiety","Translatiol Psychiatry","mice","C57BL/6","male",NA,70,NA,NA,"grouped","22","12","wheel-running","voluntary",NA,28,"pre-conception",NA,NA,"grouped","male","Control(con)-Paterl exercise(exp)","fig.1f.png","whole animal",56,"adolescence","EPM","anxiety(EPM)","time in open arm","%",21.92307692,3.076923077,26,22.30769231,3.076923077,26,1,"no","Cohort_068","Shared_063","different F1 sex",NA,15.689290811447,15.689290811447,-0.0173917429556683,0.0387233390058529,0.0173917429556683,0.0787233390058529,-0.314561456978622,-0.331953199934291,0.003504072180669,0.00324859067939742,"behavior"
"110","Short_2017",2017,"Exercise alters mouse sperm small noncoding Rs and induces a transgeneratiol modification of male offspring conditioned fear and anxiety","Translatiol Psychiatry","mice","C57BL/6","male",NA,70,NA,NA,"grouped","22","12","wheel-running","voluntary",NA,28,"pre-conception",NA,NA,"grouped","female","Control(con)-Paterl exercise(exp)","fig.2f.png","whole animal",56,"adolescence","EPM","anxiety(EPM)","time in open arm","%",20,3.076923077,27,22.69230769,2.307692308,27,1,"no","Cohort_068","Shared_063","different F1 sex",NA,15.9881613010355,11.9911209770757,-0.126293725222597,0.0340104948478656,0.413975797566045,0.0724720333094041,-0.492335046987105,-0.618628772209702,0.00336632990958756,0.00370735804007274,"behavior"
"111","Torabi_2017",2017,"Materl swimming exercise during pregncy attenuates anxiety/depressive-like behaviors and voluntary morphine consumption in the pubertal male and female rat offspring born from morphine dependent mothers","Neuroscience Letters","rats","Wistar","female",NA,NA,8,8,NA,"22-24","12","swimming","forced","30min",18,"pregnancy","16","16","grouped","male","Cont/NoSwim(con)-Cont/Swim(exp)","fig.2A.png","whole animal",35,"adolescence","EPM","anxiety(EPM)","time in open arm","%",49.35483871,3.870967742,8,46.4516129,2.580645161,8,1,"no","Cohort_069","Shared_064","different F1 sex and measures",NA,10.9487501604903,7.2991667727174,0.0606246218924153,0.00923789995286839,0.344840486344916,0.152095042810011,-1.83984703756315,-1.77922241567073,0.0486799149644086,0.0472827819240717,"behavior"
"112","Torabi_2017",2017,"Materl swimming exercise during pregncy attenuates anxiety/depressive-like behaviors and voluntary morphine consumption in the pubertal male and female rat offspring born from morphine dependent mothers","Neuroscience Letters","rats","Wistar","female",NA,NA,8,8,NA,"22-24","12","swimming","forced","30min",18,"pregnancy","16","16","grouped","female","Cont/NoSwim(con)-Cont/Swim(exp)","fig.2A.png","whole animal",35,"adolescence","EPM","anxiety(EPM)","time in open arm","%",44.83870968,2.258064516,8,40.32258065,2.258064516,8,1,"no","Cohort_070","Shared_065","different F1 sex and measures",NA,6.38677092648128,6.38677092648128,0.106160195765945,0.00567210061421734,-0.106160195765945,0.14852924347136,-1.87741444192159,-1.77125424615564,0.049421582432656,0.0471145044997621,"behavior"
"113","Torabi_2017",2017,"Materl swimming exercise during pregncy attenuates anxiety/depressive-like behaviors and voluntary morphine consumption in the pubertal male and female rat offspring born from morphine dependent mothers","Neuroscience Letters","rats","Wistar","female",NA,NA,8,8,NA,"22-24","12","swimming","forced","30min",18,"pregnancy","16","16","grouped","male","Cont/NoSwim(con)-Cont/Swim(exp)","fig.2B.png","whole animal",35,"adolescence","EPM","anxiety(EPM)","entries in open arm","count",16.28571429,1.571428571,8,18.42857143,1.285714286,8,1,"no","Cohort_069","Shared_064","different F1 sex and measures",NA,4.44467119481754,3.63654916119608,-0.123613955781538,0.0141780530296739,0.32428465074874,0.157035195886817,-1.42782452883072,-1.55143848461226,0.0391858134137698,0.0420974789976542,"behavior"
"114","Torabi_2017",2017,"Materl swimming exercise during pregncy attenuates anxiety/depressive-like behaviors and voluntary morphine consumption in the pubertal male and female rat offspring born from morphine dependent mothers","Neuroscience Letters","rats","Wistar","female",NA,NA,8,8,NA,"22-24","12","swimming","forced","30min",18,"pregnancy","16","16","grouped","female","Cont/NoSwim(con)-Cont/Swim(exp)","fig.2B.png","whole animal",35,"adolescence","EPM","anxiety(EPM)","entries in open arm","count",19.42857143,0.714285714,8,17.42857143,2,8,1,"no","Cohort_070","Shared_065","different F1 sex and measures",NA,2.0203050882963,5.65685424949238,0.108633840994358,0.0145201466857441,-1.13825325857552,0.157377289542887,-1.16244821392583,-1.05381437293148,0.0318564946504069,0.0283469373647034,"behavior"
"115","Benito_2018",2018,"R-Dependent Intergeneratiol Inheritance of Enhanced Syptic Plasticity after Environmental Enrichment","Cell Reports","mice","C57BL/6","male",105,105,8,8,"grouped",NA,"12","enrichment","voluntary",NA,70,"pre-conception",NA,NA,"single","mixed","HC:HC(con)-EE:HC(exp)","fig.S4.png","whole animal",105,"adulthood","EPM","anxiety(EPM)","time in open arm","%",26.38297872,2.978723404,10,22.34042553,2.127659574,12,1,"no","Cohort_071","Shared_066",NA,NA,9.41955047628991,7.37042896675671,0.166321215404196,0.0218174331807514,0.0890912530553362,0.122827534190852,-1.22978860235341,-1.06346738694922,0.0206053403157484,0.0172840610572828,"behavior"
"116","Motaghinejad_2017",2017,"The effect of materl forced exercise on offspring pain perception, motor activity and anxiety disorder: the role of 5-HT2 and D2 receptors and CREB gene expression","Jourl of Exercise Rehabilitation","rats","Wistar","female",NA,NA,6,6,NA,"22","12","treadmill-running","forced","30min",21,"pregnancy","10","10",NA,"mixed","Control(con)-Exercise(exp)","fig.6.png","whole animal",46,"adolescence","EPM","anxiety(EPM)","time in open arm","sec",2014.772727,86.36363636,8,978.4090909,194.3181818,8,1,"no","Cohort_081","Shared_076",NA,NA,244.27325167234,549.614816234482,0.722333801520405,0.0412818765732366,-1.53326401768527,0.184139019430379,-1.22761540726126,-0.505281605740857,0.0337266943402076,0.01352024666384,"behavior"
